Event_Name,Event_Type,Department,Rating,Feedback_Comment
Cultural Night,Workshop,Management,1,Expected more from this event
Hackathon,Cultural,Mechanical,2,Sound system was bad
AI Workshop,Workshop,Management,4,Amazing experience and great speakers
Hackathon,Seminar,IT,3,Decent event
Cultural Night,Seminar,EEE,3,Content was fine but nothing special
Data Science Bootcamp,Cultural,CSE,4,Very informative and well organized
Leadership Workshop,Seminar,Civil,4,Learned a lot from this event
Robotics Expo,Workshop,Mechanical,4,Learned a lot from this event
Cultural Night,Seminar,Civil,3,Neither good nor bad
Career Seminar,Cultural,Arts,2,Not well organized
Career Seminar,Seminar,Mechanical,5,Amazing experience and great speakers
AI Workshop,Workshop,ECE,4,Learned a lot from this event
Startup Meetup,Workshop,Arts,5,Very informative and well organized
Robotics Expo,Seminar,ECE,3,It was okay overall
Hackathon,Workshop,Management,3,"Average experience, could be better"
Startup Meetup,Seminar,Management,4,Very informative and well organized
Robotics Expo,Technical,Civil,5,Highly engaging and interactive session
AI Workshop,Technical,EEE,5,Highly engaging and interactive session
Leadership Workshop,Technical,Management,3,"Average experience, could be better"
AI Workshop,Technical,IT,3,Decent event
Cyber Security Talk,Workshop,Arts,3,"Average experience, could be better"
Startup Meetup,Workshop,Civil,3,Decent event
AI Workshop,Cultural,Management,1,Not well organized
Data Science Bootcamp,Cultural,Mechanical,1,Poor time management
Cultural Night,Seminar,Civil,3,Decent event
Startup Meetup,Seminar,Civil,4,Very informative and well organized
Tech Fest,Technical,CSE,1,Too long and boring
Data Science Bootcamp,Workshop,ECE,3,It was okay overall
Career Seminar,Seminar,Arts,5,Amazing experience and great speakers
Data Science Bootcamp,Workshop,Management,2,Not well organized
Leadership Workshop,Workshop,Arts,4,Very informative and well organized
Robotics Expo,Technical,EEE,5,Excellent arrangements and content
AI Workshop,Technical,ECE,2,Too long and boring
Cultural Night,Seminar,IT,3,Content was fine but nothing special
Cyber Security Talk,Cultural,Management,3,Decent event
Leadership Workshop,Technical,Civil,5,Excellent arrangements and content
Leadership Workshop,Workshop,Mechanical,3,Decent event
AI Workshop,Workshop,Civil,5,Highly engaging and interactive session
Hackathon,Technical,ECE,1,Sound system was bad
Cyber Security Talk,Seminar,Management,3,"Average experience, could be better"
Leadership Workshop,Seminar,Management,5,Amazing experience and great speakers
Cyber Security Talk,Workshop,ECE,2,Not well organized
Data Science Bootcamp,Workshop,Civil,4,Learned a lot from this event
Tech Fest,Cultural,CSE,4,Highly engaging and interactive session
Cultural Night,Seminar,Arts,4,Amazing experience and great speakers
Robotics Expo,Seminar,Arts,4,Excellent arrangements and content
Leadership Workshop,Technical,EEE,2,Poor time management
Hackathon,Workshop,Mechanical,3,It was okay overall
Leadership Workshop,Seminar,IT,2,Not well organized
Hackathon,Cultural,CSE,5,Very informative and well organized
Cultural Night,Seminar,IT,4,Highly engaging and interactive session
Tech Fest,Seminar,Mechanical,2,Too long and boring
Startup Meetup,Technical,EEE,3,It was okay overall
Career Seminar,Seminar,ECE,2,Expected more from this event
Cultural Night,Workshop,CSE,5,Amazing experience and great speakers
Cyber Security Talk,Cultural,ECE,5,Learned a lot from this event
Hackathon,Cultural,IT,3,Content was fine but nothing special
Tech Fest,Cultural,ECE,2,Not well organized
Data Science Bootcamp,Cultural,EEE,2,Sound system was bad
Data Science Bootcamp,Cultural,Management,4,Excellent arrangements and content
AI Workshop,Technical,Management,4,Excellent arrangements and content
Career Seminar,Seminar,Arts,5,Learned a lot from this event
Tech Fest,Technical,Arts,3,Neither good nor bad
Cyber Security Talk,Seminar,EEE,3,It was okay overall
Startup Meetup,Cultural,Civil,4,Amazing experience and great speakers
Cyber Security Talk,Workshop,Arts,3,Content was fine but nothing special
Tech Fest,Technical,Arts,3,It was okay overall
Data Science Bootcamp,Seminar,Arts,1,Poor time management
Cultural Night,Workshop,Mechanical,1,Not well organized
AI Workshop,Cultural,Mechanical,2,Too long and boring
Data Science Bootcamp,Technical,Management,1,Too long and boring
Robotics Expo,Technical,IT,3,"Average experience, could be better"
Startup Meetup,Technical,ECE,1,Sound system was bad
Cyber Security Talk,Seminar,CSE,5,Amazing experience and great speakers
AI Workshop,Seminar,ECE,1,Too long and boring
Cultural Night,Seminar,IT,4,Very informative and well organized
Career Seminar,Cultural,Mechanical,1,Poor time management
Data Science Bootcamp,Workshop,IT,2,Not well organized
Tech Fest,Workshop,Arts,5,Highly engaging and interactive session
Data Science Bootcamp,Seminar,Arts,3,"Average experience, could be better"
AI Workshop,Workshop,IT,2,Poor time management
Career Seminar,Seminar,Civil,5,Excellent arrangements and content
Hackathon,Technical,EEE,2,Sound system was bad
Leadership Workshop,Cultural,CSE,5,Highly engaging and interactive session
Cyber Security Talk,Workshop,Management,3,"Average experience, could be better"
Cultural Night,Seminar,Management,3,It was okay overall
Startup Meetup,Technical,CSE,1,Sound system was bad
Data Science Bootcamp,Seminar,Management,3,Content was fine but nothing special
Data Science Bootcamp,Seminar,IT,3,Neither good nor bad
AI Workshop,Technical,Mechanical,1,Expected more from this event
Tech Fest,Seminar,Mechanical,2,Poor time management
Robotics Expo,Seminar,IT,5,Excellent arrangements and content
Leadership Workshop,Workshop,Mechanical,5,Highly engaging and interactive session
AI Workshop,Workshop,ECE,1,Too long and boring
Robotics Expo,Technical,Mechanical,5,Learned a lot from this event
Tech Fest,Workshop,IT,4,Amazing experience and great speakers
Startup Meetup,Technical,Mechanical,4,Very informative and well organized
Tech Fest,Workshop,CSE,2,Poor time management
Career Seminar,Cultural,ECE,2,Not well organized
Hackathon,Technical,CSE,3,"Average experience, could be better"
Hackathon,Technical,Mechanical,3,Decent event
Startup Meetup,Seminar,Civil,5,Very informative and well organized
Leadership Workshop,Workshop,Civil,1,Not well organized
AI Workshop,Technical,EEE,2,Too long and boring
Tech Fest,Technical,EEE,5,Very informative and well organized
Career Seminar,Seminar,ECE,1,Not well organized
Cyber Security Talk,Seminar,EEE,2,Poor time management
Robotics Expo,Cultural,Mechanical,3,"Average experience, could be better"
Career Seminar,Technical,CSE,1,Expected more from this event
Cyber Security Talk,Technical,Management,2,Sound system was bad
Hackathon,Cultural,Civil,1,Not well organized
Startup Meetup,Technical,Civil,1,Expected more from this event
Leadership Workshop,Cultural,EEE,2,Too long and boring
Leadership Workshop,Seminar,EEE,4,Learned a lot from this event
Data Science Bootcamp,Technical,Management,5,Amazing experience and great speakers
Cyber Security Talk,Cultural,CSE,1,Sound system was bad
Robotics Expo,Cultural,IT,3,It was okay overall
Cultural Night,Seminar,Arts,2,Expected more from this event
Hackathon,Technical,CSE,1,Sound system was bad
Robotics Expo,Cultural,Arts,2,Expected more from this event
AI Workshop,Workshop,Management,1,Expected more from this event
Leadership Workshop,Technical,Management,1,Expected more from this event
Hackathon,Cultural,Civil,2,Sound system was bad
Career Seminar,Seminar,Mechanical,4,Learned a lot from this event
Cultural Night,Workshop,IT,2,Poor time management
Data Science Bootcamp,Seminar,Arts,2,Poor time management
AI Workshop,Cultural,EEE,3,Decent event
Startup Meetup,Cultural,IT,4,Learned a lot from this event
Hackathon,Technical,EEE,1,Sound system was bad
AI Workshop,Workshop,Civil,3,"Average experience, could be better"
Tech Fest,Cultural,Mechanical,4,Highly engaging and interactive session
Robotics Expo,Seminar,EEE,2,Poor time management
AI Workshop,Workshop,IT,1,Not well organized
Cultural Night,Workshop,EEE,1,Poor time management
AI Workshop,Cultural,IT,4,Learned a lot from this event
Cultural Night,Seminar,ECE,1,Poor time management
AI Workshop,Technical,Arts,1,Too long and boring
Leadership Workshop,Seminar,Management,1,Sound system was bad
Robotics Expo,Seminar,ECE,4,Very informative and well organized
Data Science Bootcamp,Cultural,Mechanical,3,"Average experience, could be better"
Tech Fest,Workshop,Mechanical,4,Amazing experience and great speakers
Cyber Security Talk,Seminar,CSE,4,Excellent arrangements and content
Robotics Expo,Workshop,Management,1,Too long and boring
Cultural Night,Technical,Management,2,Expected more from this event
Cyber Security Talk,Seminar,Civil,3,Decent event
Career Seminar,Seminar,Mechanical,5,Highly engaging and interactive session
Career Seminar,Workshop,CSE,2,Poor time management
Startup Meetup,Cultural,EEE,3,It was okay overall
Cultural Night,Workshop,Mechanical,2,Poor time management
Cultural Night,Seminar,Civil,5,Very informative and well organized
Cultural Night,Cultural,Civil,2,Sound system was bad
Career Seminar,Workshop,EEE,5,Very informative and well organized
Hackathon,Workshop,Arts,4,Highly engaging and interactive session
Tech Fest,Workshop,EEE,1,Poor time management
Startup Meetup,Technical,Civil,1,Expected more from this event
Data Science Bootcamp,Cultural,ECE,5,Amazing experience and great speakers
Tech Fest,Workshop,ECE,3,It was okay overall
Career Seminar,Technical,Civil,1,Expected more from this event
AI Workshop,Cultural,Mechanical,4,Highly engaging and interactive session
Data Science Bootcamp,Seminar,Arts,3,"Average experience, could be better"
Cyber Security Talk,Cultural,EEE,3,"Average experience, could be better"
Robotics Expo,Cultural,Mechanical,5,Amazing experience and great speakers
Tech Fest,Seminar,CSE,2,Sound system was bad
Career Seminar,Workshop,IT,2,Expected more from this event
Career Seminar,Technical,EEE,4,Amazing experience and great speakers
Data Science Bootcamp,Technical,Civil,3,Content was fine but nothing special
Hackathon,Workshop,EEE,4,Very informative and well organized
Hackathon,Technical,CSE,1,Too long and boring
Startup Meetup,Seminar,ECE,1,Not well organized
Robotics Expo,Cultural,Management,4,Excellent arrangements and content
Leadership Workshop,Workshop,ECE,1,Not well organized
Tech Fest,Cultural,CSE,4,Very informative and well organized
AI Workshop,Technical,Civil,3,Content was fine but nothing special
Data Science Bootcamp,Technical,IT,2,Not well organized
Leadership Workshop,Seminar,CSE,3,Neither good nor bad
Leadership Workshop,Seminar,ECE,4,Amazing experience and great speakers
Career Seminar,Workshop,EEE,1,Poor time management
Cyber Security Talk,Cultural,Mechanical,4,Highly engaging and interactive session
AI Workshop,Technical,Management,3,"Average experience, could be better"
Startup Meetup,Workshop,CSE,5,Highly engaging and interactive session
Robotics Expo,Technical,Mechanical,3,It was okay overall
Cultural Night,Technical,CSE,5,Excellent arrangements and content
Hackathon,Technical,Arts,2,Sound system was bad
Robotics Expo,Seminar,Arts,1,Too long and boring
Cyber Security Talk,Seminar,ECE,3,It was okay overall
Career Seminar,Workshop,Arts,3,Decent event
Startup Meetup,Seminar,Mechanical,1,Too long and boring
Leadership Workshop,Technical,ECE,2,Too long and boring
Career Seminar,Seminar,EEE,1,Poor time management
Robotics Expo,Seminar,Arts,5,Very informative and well organized
Startup Meetup,Cultural,IT,5,Amazing experience and great speakers
Cyber Security Talk,Workshop,IT,4,Very informative and well organized
Data Science Bootcamp,Workshop,EEE,4,Amazing experience and great speakers
Robotics Expo,Technical,Management,2,Poor time management
Leadership Workshop,Cultural,Civil,2,Sound system was bad
Robotics Expo,Seminar,Civil,1,Poor time management
Startup Meetup,Technical,Management,3,Neither good nor bad
Data Science Bootcamp,Workshop,IT,1,Not well organized
AI Workshop,Cultural,Civil,1,Expected more from this event
Robotics Expo,Seminar,Arts,4,Learned a lot from this event
Hackathon,Seminar,ECE,1,Sound system was bad
Robotics Expo,Technical,Management,5,Highly engaging and interactive session
Tech Fest,Seminar,Mechanical,3,"Average experience, could be better"
Career Seminar,Cultural,Mechanical,3,It was okay overall
AI Workshop,Workshop,ECE,3,Decent event
Career Seminar,Cultural,Management,3,Decent event
Cultural Night,Seminar,EEE,5,Very informative and well organized
Cyber Security Talk,Cultural,CSE,4,Excellent arrangements and content
AI Workshop,Cultural,Management,5,Amazing experience and great speakers
Leadership Workshop,Technical,ECE,2,Expected more from this event
Tech Fest,Workshop,CSE,2,Sound system was bad
Career Seminar,Workshop,Mechanical,4,Very informative and well organized
Cyber Security Talk,Seminar,IT,3,Decent event
Career Seminar,Seminar,Arts,1,Sound system was bad
Leadership Workshop,Cultural,Civil,2,Not well organized
AI Workshop,Cultural,CSE,2,Too long and boring
Data Science Bootcamp,Workshop,EEE,4,Very informative and well organized
Hackathon,Seminar,CSE,2,Sound system was bad
Data Science Bootcamp,Workshop,CSE,1,Not well organized
Leadership Workshop,Cultural,Mechanical,2,Too long and boring
Career Seminar,Seminar,Mechanical,4,Excellent arrangements and content
Hackathon,Seminar,IT,2,Not well organized
Career Seminar,Cultural,Mechanical,1,Expected more from this event
AI Workshop,Cultural,Mechanical,1,Not well organized
Hackathon,Cultural,EEE,3,Content was fine but nothing special
Cultural Night,Technical,Management,2,Expected more from this event
Tech Fest,Seminar,Mechanical,3,"Average experience, could be better"
Robotics Expo,Seminar,CSE,3,Decent event
Cultural Night,Cultural,EEE,5,Highly engaging and interactive session
Career Seminar,Cultural,ECE,5,Excellent arrangements and content
Hackathon,Technical,Arts,5,Amazing experience and great speakers
Cyber Security Talk,Workshop,Civil,2,Too long and boring
Career Seminar,Workshop,Mechanical,1,Sound system was bad
Career Seminar,Cultural,Mechanical,4,Learned a lot from this event
Startup Meetup,Technical,IT,4,Very informative and well organized
Cyber Security Talk,Technical,Management,4,Amazing experience and great speakers
Robotics Expo,Technical,ECE,5,Learned a lot from this event
